ident,name,time,condition,clouds,visibility,winds,temperature,dew_point,pressure
RJCC,New Chitose Airport,25 Apr 2021 22:00,Dry,A few at 914 meters,Greater than 10 km,340 degrees at 18 knots,2,-7,1020
RJFF,Fukuoka Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,50 degrees at 3 knots,12,2,1021
RJFK,Kagoshima Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,30 degrees at 4 knots,12,9,1017
RJGG,Chubu Centrair International Airport,25 Apr 2021 22:00,Dry,A few at 914 meters,Greater than 10 km,330 degrees at 24 knots,12,-2,1017
RJOO,Osaka International Airport,25 Apr 2021 22:00,Dry,A few at 914 meters,Greater than 10 km,Variable at 1 knots,11,2,1020
RJTT,Tokyo Haneda International Airport,25 Apr 2021 22:00,Dry,A few at 1219 meters,Greater than 10 km,20 degrees at 13 knots,12,-2,1018
RJTY,Yokota Air Base,25 Apr 2021 21:56,Dry,Clear skies,16093 meters,340 degrees at 15 knots,11,-6,30.1
RKJK,Kunsan Air Base,25 Apr 2021 21:56,Mist,Scattered at 914 meters,8047 meters,360 degrees at 2 knots,10,9,30.1
RKPC,Jeju International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,100 degrees at 12 knots,14,8,1021
RKPK,Gimhae International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,340 degrees at 2 knots,10,5,1023
RKSI,Incheon International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,140 degrees at 13 knots,14,2,1022
RKSO,Osan Air Base,25 Apr 2021 21:58,Dry,Clear skies,11265 meters,80 degrees at 3 knots,10,5,30.1
RKSS,Gimpo International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,180 degrees at 6 knots,14,-2,1022
RKTU,Cheongju International Airport/Cheongju Air Base (K-59/G-513),25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,310 degrees at 2 knots,9,3,1022
ROAH,Naha Airport,25 Apr 2021 22:00,Dry,A few at 762 meters,Greater than 10 km,30 degrees at 5 knots,20,16,1015
RODN,Kadena Air Base,25 Apr 2021 21:56,Dry,Clear skies,16093 meters,50 degrees at 6 knots,16,15,29.9
RPLC,Diosdado Macapagal International Airport,25 Apr 2021 22:00,Dry,Scattered at 610 meters; broken sky at 3048 meters,8000 meters,250 degrees at 4 knots,24,21,1011
RPLL,Ninoy Aquino International Airport,25 Apr 2021 22:00,Dry,A few at 762 meters; broken sky at 3048 meters,Greater than 10 km,100 degrees at 3 knots,27,23,1010
RPMD,Francisco Bangoy International Airport,25 Apr 2021 22:00,Dry,A few at 488 meters; broken sky at 2743 meters; broken sky at 7925 meters,Greater than 10 km,30 degrees at 3 knots,25,25,1010
RPVM,Mactan Cebu International Airport,25 Apr 2021 22:00,Dry,A few at 610 meters; scattered at 3048 meters; broken sky at 7620 meters,Greater than 10 km,Variable at 2 knots,25,23,1011
SAEZ,Ministro Pistarini International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,270 degrees at 3 knots,16,14,1019
SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,25 Apr 2021 22:22,Thunderstorms rain,A few at 396 meters; broken sky at 518 meters; broken sky at 914 meters; a few at 1006 meters  cumulonimbus,1000 meters,150 degrees at 12 knots,25,23,1010
SBBR,Presidente Juscelino Kubistschek International Airport,25 Apr 2021 22:00,Showers of rain,Broken sky at 1219 meters; a few at 1372 meters  towering cumulus; broken sky at 2134 meters,8000 meters,360 degrees at 9 knots,22,18,1017
SBCF,Tancredo Neves International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,310 degrees at 2 knots,26,13,1014
SBCT,Afonso Pena Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,330 degrees at 3 knots,18,14,1016
SBFL,Hercílio Luz International Airport,25 Apr 2021 22:00,Dry,Broken sky at 1372 meters,Greater than 10 km,150 degrees at 5 knots,23,18,1011
SBGL,Rio Galeão – Tom Jobim International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,160 degrees at 8 knots,24,21,1011
SBGR,Guarulhos - Governador André Franco Montoro International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,160 degrees at 1 knots,21,16,1015
SBSG,Governador Aluízio Alves International Airport,25 Apr 2021 22:00,Dry,Scattered at 640 meters,Greater than 10 km,170 degrees at 6 knots,26,23,1011
SBSP,Congonhas Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,170 degrees at 4 knots,21,17,1016
SBSV,Deputado Luiz Eduardo Magalhães International Airport,25 Apr 2021 22:00,Dry,Scattered at 610 meters,Greater than 10 km,90 degrees at 9 knots,27,22,1012
SCEL,Comodoro Arturo Merino Benítez International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,190 degrees at 9 knots,22,7,1014
SELT,Cotopaxi International Airport,25 Apr 2021 22:00,Dry,Broken sky at 914 meters; scattered at 9144 meters,Greater than 10 km,170 degrees at 15 knots,15,8,1026
SEQM,Mariscal Sucre International Airport,25 Apr 2021 22:00,Dry,Scattered at 914 meters; scattered at 2743 meters,Greater than 10 km,360 degrees at 13 knots,19,13,1022
SKBO,El Dorado International Airport,25 Apr 2021 22:00,Dry,A few at 457 meters  towering cumulus; broken sky at 518 meters,Greater than 10 km,230 degrees at 6 knots,17,13,1023
SLVR,Viru Viru International Airport,25 Apr 2021 22:00,Dry,A few at 762 meters; broken sky at 2134 meters,Greater than 10 km,160 degrees at 8 knots,21,17,1016
SPIM,Jorge Chávez International Airport,w at SPJC:,Clouds,Scattered clouds, 40%,290 at 5kts,18.5, 18.4,1012
SPZO,Alejandro Velasco Astete International Airport,25 Apr 2021 22:30,Dry,Scattered at 1524 meters,Greater than 10 km,350 degrees at 5 knots,17,2,1028
SUMU,Carrasco International /General C L Berisso Airport,25 Apr 2021 22:00,Dry,Broken sky at 701 meters,Greater than 10 km,190 degrees at 11 knots,18,12,1017
SVBC,General José Antonio Anzoategui International Airport,25 Apr 2021 22:02,,,,Calm,,, mil
SVMI,Simón Bolívar International Airport,25 Apr 2021 22:02,,,,Calm,,, mil
TFFR,Pointe-à-Pitre Le Raizet,25 Apr 2021 22:30,Dry,A few at 1036 meters,Greater than 10 km,110 degrees at 7 knots,26,19,1014
TJSJ,Luis Munoz Marin International Airport,25 Apr 2021 21:56,Dry,Scattered at 762 meters; scattered at 1067 meters; scattered at 1829 meters,16093 meters,70 degrees at 16 knots,28,21,29.9
TNCM,Princess Juliana International Airport,25 Apr 2021 22:00,Dry,A few at 549 meters,Greater than 10 km,90 degrees at 8 knots,27,22,1015
UAAA,Almaty Airport,25 Apr 2021 22:30,Dry,Scattered at 1524 meters  cumulonimbus; broken sky at 3048 meters,Greater than 10 km,260 degrees at 3 knots,11,2,1021
UACC,Astana International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,220 degrees at 5 knots,7,3,1021
UAFM,Manas International Airport,w at UCFM:,Clouds,Few clouds, 20%,200 at 4kts,10, 9.2,1022
UAKK,Sary-Arka Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,50 degrees at 3 knots,-4,-7,1023
UBBB,Heydar Aliyev International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,310 degrees at 2 knots,11,8,1015
UDYZ,Zvartnots International Airport,25 Apr 2021 22:30,Dry,Scattered at 1219 meters  cumulonimbus,Greater than 10 km,40 degrees at 7 knots,19,7,1013
UGTB,Tbilisi International Airport,25 Apr 2021 22:30,Dry,A few at 1036 meters; broken sky at 1554 meters,Greater than 10 km,Variable at 4 knots,16,13,1016
UHHH,Khabarovsk-Novy Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,280 degrees at 3 knots,5,-9,1018
UKBB,Boryspil International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,270 degrees at 2 knots,3,2,1016
UKFF,Simferopol International Airport,w at UKFF:,Clouds,Overcast clouds, 99%,70 at 6kts,7.8, 5.7,1016
UKHH,Kharkiv International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,150 degrees at 2 knots,4,-1,1016
UKOO,Odessa International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,190 degrees at 4 knots,9,3,1016
ULLI,Pulkovo Airport,25 Apr 2021 22:30,Light showers of rain,Broken sky at 244 meters; broken sky at 579 meters  cumulonimbus; overcast sky at 914 meters,Greater than 10 km,270 degrees at 5 knots,3,1,1005
UMMS,Minsk National Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,240 degrees at 2 knots,-1,-2,1014
UNKL,Yemelyanovo Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,Calm,4,-8,1024
UNNT,Tolmachevo Airport,25 Apr 2021 22:30,Dry,No significant clouds are observed,9000 meters,120 degrees at 2 knots,3,-6,1026
URSS,Sochi International Airport,25 Apr 2021 22:30,Light showers of rain,Broken sky at 244 meters; overcast sky at 1097 meters  cumulonimbus,Greater than 10 km,190 degrees at 3 knots,11,9,1015
USSS,Koltsovo Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,200 degrees at 2 knots,1,-1,1013
UTAA,Ashgabat International Airport,25 Apr 2021 22:00,Dry,No significant clouds are observed,Greater than 10 km,90 degrees at 4 knots,19,7,1013
UTTT,Tashkent International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,50 degrees at 6 knots,15,6,1019
UUDD,Domodedovo International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,250 degrees at 5 knots,3,-4,1010
UUEE,Sheremetyevo International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,240 degrees at 6 knots,2,-3,1009
UUWW,Vnukovo International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,240 degrees at 6 knots,2,-4,1010
UWKD,Kazan International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,230 degrees at 6 knots,3,-2,1009
UWUU,Ufa International Airport,25 Apr 2021 22:30,Dry,Scattered at 1219 meters,Greater than 10 km,200 degrees at 5 knots,2,-2,1015
UWWW,Kurumoch International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,240 degrees at 5 knots,5,-4,1016
VABB,Chhatrapati Shivaji International Airport,25 Apr 2021 22:30,Mist,A few at 610 meters; scattered at 3048 meters,3000 meters,250 degrees at 5 knots,30,27,1007
VAGO,Dabolim Airport,w at VOGO:,Clouds,Broken clouds, 83%,31 at 6kts,26.1, 26.1,1007
VCBI,Bandaranaike International Colombo Airport,25 Apr 2021 22:10,In the vicinity  thunderstorms,A few at 549 meters; a few at 610 meters  cumulonimbus,Greater than 10 km,Variable at 3 knots,25,24,1008
VDPP,Phnom Penh International Airport,25 Apr 2021 22:30,Dry,Scattered at 518 meters,9000 meters,130 degrees at 2 knots,26,25,1007
VDSR,Siem Reap International Airport,25 Apr 2021 22:30,Dry,Scattered at 457 meters,9000 meters,Calm,26,26,1007
VECC,Netaji Subhash Chandra Bose International Airport,25 Apr 2021 22:30,Haze,A few at 3048 meters,2800 meters,200 degrees at 5 knots,29,24,1005
VGZR,Hazrat Shahjalal International Airport,w at VGHS:,Haze,Haze, 77%,270 at 3kts,27, 28.8,1006
VHHH,Hong Kong International Airport,25 Apr 2021 22:30,Dry,A few at 610 meters; scattered at 1219 meters,Greater than 10 km,90 degrees at 16 knots,23,19,1013
VIAR,Sri Guru Ram Dass Jee International Airport,25 Apr 2021 22:30,Haze,No significant clouds are observed,3500 meters,Calm,19,12,1008
VIDP,Indira Gandhi International Airport,25 Apr 2021 22:30,Haze,No significant clouds are observed,2200 meters,210 degrees at 3 knots,22,12,1008
VMMC,Macau International Airport,25 Apr 2021 22:30,Dry,A few at 549 meters; scattered at 1067 meters,Greater than 10 km,80 degrees at 16 knots,24,20,1013
VNKT,Tribhuvan International Airport,25 Apr 2021 21:50,Dry,A few at 457 meters,7000 meters,Variable at 2 knots,16,10,1016
VOCI,Cochin International Airport,25 Apr 2021 22:30,Mist,Scattered at 366 meters; broken sky at 2438 meters,3500 meters,40 degrees at 2 knots,27,24,1008
VOCL,Calicut International Airport,25 Apr 2021 22:30,Mist,Scattered at 366 meters; scattered at 2438 meters,4000 meters,240 degrees at 2 knots,25,23,1008
VOMM,Chennai International Airport,25 Apr 2021 22:30,Dry,Scattered at 610 meters,6000 meters,Variable at 2 knots,28,24,1007
VOTV,Trivandrum International Airport,25 Apr 2021 22:30,Mist,A few at 457 meters; scattered at 2438 meters,3000 meters,Calm,29,26,1007
VRMM,Malé International Airport,25 Apr 2021 22:00,Dry,A few at 518 meters  towering cumulus,Greater than 10 km,250 degrees at 7 knots,29,25,1008
VTBD,Don Mueang International Airport,25 Apr 2021 22:30,Dry,A few at 610 meters,Greater than 10 km,120 degrees at 2 knots,27,24,1008
VTBS,Suvarnabhumi Airport,25 Apr 2021 22:30,Dry,A few at 610 meters,Greater than 10 km,110 degrees at 3 knots,28,25,1007
VTCC,Chiang Mai International Airport,25 Apr 2021 22:30,Dry,Scattered at 1067 meters,Greater than 10 km,320 degrees at 4 knots,23,21,1010
VTSP,Phuket International Airport,25 Apr 2021 22:30,Dry,A few at 610 meters; broken sky at 3048 meters,Greater than 10 km,Variable at 2 knots,25,25,1008
VVDN,Da Nang International Airport,25 Apr 2021 22:30,Mist,Scattered at 213 meters; broken sky at 1524 meters,4000 meters,160 degrees at 4 knots,27,26,1009
VVNB,Noi Bai International Airport,25 Apr 2021 22:30,Light rain,Broken sky at 244 meters; broken sky at 457 meters,6000 meters,110 degrees at 9 knots,25,25,1008
VVTS,Tan Son Nhat International Airport,25 Apr 2021 22:30,Dry,A few at 518 meters; scattered at 1524 meters,Greater than 10 km,220 degrees at 3 knots,26,25,1009
VYMD,Mandalay International Airport,25 Apr 2021 11:30,Thunderstorms,Broken sky at 610 meters; a few at 762 meters  cumulonimbus; broken sky at 3658 meters,6000 meters,40 degrees at 7 knots,37,21,1002
VYYY,Yangon International Airport,25 Apr 2021 22:30,Dry,Scattered at 610 meters; a few at 914 meters  towering cumulus; scattered at 3658 meters,7000 meters,220 degrees at 5 knots,26,25,1007
WAAA,Hasanuddin International Airport,25 Apr 2021 22:30,Dry,A few at 610 meters,Greater than 10 km,140 degrees at 3 knots,23,23,1011
WADD,Ngurah Rai (Bali) International Airport,25 Apr 2021 22:00,Dry,A few at 518 meters,Greater than 10 km,70 degrees at 3 knots,25,22,1011
WAJJ,Sentani International Airport,25 Apr 2021 22:30,Dry,Scattered at 305 meters,Greater than 10 km,Calm,25,23,1012
WARR,Juanda International Airport,25 Apr 2021 22:00,Haze,A few at 610 meters,5000 meters,30 degrees at 2 knots,26,25,1011
WBSB,Brunei International Airport,25 Apr 2021 22:30,Dry,A few at 152 meters; a few at 457 meters  cumulonimbus; scattered at 4267 meters; broken sky at 8534 meters,Greater than 10 km,200 degrees at 4 knots,25,25,1011
WIII,Soekarno-Hatta International Airport,25 Apr 2021 22:30,Haze,No significant clouds are observed,5000 meters,200 degrees at 5 knots,26,23,1010
WMKK,Kuala Lumpur International Airport,25 Apr 2021 22:30,Dry,A few at 305 meters; a few at 518 meters  cumulonimbus,Greater than 10 km,230 degrees at 3 knots,24,23,1009
WSSS,Singapore Changi Airport,25 Apr 2021 22:30,Dry,A few at 488 meters; broken sky at 9144 meters,Greater than 10 km,Variable at 3 knots,28,26,1009
YBBN,Brisbane International Airport,25 Apr 2021 22:30,Dry,A few at 762 meters,Greater than 10 km,210 degrees at 8 knots,19,15,1023
YMML,Melbourne International Airport,25 Apr 2021 22:30,Dry,A few at 366 meters; broken sky at 1097 meters,Greater than 10 km,270 degrees at 6 knots,12,10,1027
YPAD,Adelaide International Airport,25 Apr 2021 22:30,Dry,A few at 183 meters,Greater than 10 km,50 degrees at 4 knots,11,9,1028
YPPH,Perth International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,60 degrees at 9 knots,15,11,1019
YSCB,Canberra International Airport,25 Apr 2021 22:30,Dry,Nil cloud detected,Greater than 10 km,Calm,6,6,1026
YSSY,Sydney Kingsford Smith International Airport,25 Apr 2021 22:30,Dry,A few at 1219 meters,Greater than 10 km,320 degrees at 8 knots,17,12,1025
ZBAA,Beijing Capital International Airport,25 Apr 2021 22:30,Light rain,No significant clouds are observed,Greater than 10 km,140 degrees at 2 knots,13,1,1018
ZBHH,Baita International Airport,25 Apr 2021 22:00,Mist,A few at 1006 meters,4000 meters,190 degrees at 2 knots,8,7,1017
ZBTJ,Tianjin Binhai International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,50 degrees at 1 knots,11,5,1018
ZBYN,Taiyuan Wusu Airport,25 Apr 2021 22:30,Mist,No significant clouds are observed,5000 meters,Calm,10,7,1019
ZGGG,Guangzhou Baiyun International Airport,25 Apr 2021 22:30,Dry,Overcast sky at 610 meters,Greater than 10 km,70 degrees at 3 knots,22,19,1013
ZGHA,Changsha Huanghua International Airport,25 Apr 2021 22:00,Mist,A few at 183 meters; scattered at 732 meters,2500 meters,350 degrees at 3 knots,15,15,1017
ZGKL,Guilin Liangjiang International Airport,25 Apr 2021 22:00,Dry,A few at 396 meters; scattered at 701 meters; overcast sky at 1219 meters,Greater than 10 km,Variable at 1 knots,17,15,1015
ZGNN,Nanning Wuxu Airport,25 Apr 2021 22:00,Dry,Scattered at 396 meters; a few at 1006 meters  cumulonimbus; broken sky at 1006 meters,Greater than 10 km,50 degrees at 3 knots,20,19,1011
ZGSZ,Shenzhen Bao'an International Airport,25 Apr 2021 22:00,Dry,Scattered at 701 meters; overcast sky at 1402 meters,Greater than 10 km,40 degrees at 3 knots,23,19,1012
ZHCC,Zhengzhou Xinzheng International Airport,25 Apr 2021 22:00,Dry,Overcast sky at 1219 meters,7000 meters,340 degrees at 2 knots,13,9,1019
ZHHH,Wuhan Tianhe International Airport,25 Apr 2021 22:00,Mist,Overcast sky at 1219 meters,3800 meters,Variable at 1 knots,14,13,1018
ZJHK,Haikou Meilan International Airport,25 Apr 2021 22:00,Dry,A few at 396 meters; scattered at 792 meters; broken sky at 1219 meters,Greater than 10 km,140 degrees at 3 knots,27,25,1009
ZJSY,Sanya Phoenix International Airport,25 Apr 2021 22:00,Dry,A few at 610 meters; scattered at 1524 meters,Greater than 10 km,140 degrees at 2 knots,28,25,1010
ZLXY,Xi'an Xianyang International Airport,25 Apr 2021 22:00,Fog,Vertical visibility at 91 meters,250 meters,250 degrees at 2 knots,10,9,1020
ZMUB,Chinggis Khaan International Airport,25 Apr 2021 22:30,Light snow,A few at 701 meters; broken sky at 914 meters,Greater than 10 km,350 degrees at 5 knots,-1,-4,1002
ZPPP,Kunming Changshui International Airport,25 Apr 2021 22:00,Dry,A few at 701 meters,Greater than 10 km,30 degrees at 3 knots,14,10,1021
ZSAM,Xiamen Gaoqi International Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,30 degrees at 3 knots,20,14,1015
ZSFZ,Fuzhou Changle International Airport,25 Apr 2021 22:00,Dry,Scattered at 701 meters,Greater than 10 km,20 degrees at 7 knots,20,15,1017
ZSHC,Hangzhou Xiaoshan International Airport,25 Apr 2021 22:30,Mist,Scattered at 305 meters,4000 meters,80 degrees at 2 knots,17,16,1018
ZSJN,Yaoqiang Airport,w at ZSJN:,Clouds,Overcast clouds, 99%,230 at 1kts,12.2, 11.8,1012
ZSNB,Ningbo Lishe International Airport,25 Apr 2021 22:00,Mist,No significant clouds are observed,4500 meters,Variable at 1 knots,15,15,1019
ZSNJ,Nanjing Lukou Airport,25 Apr 2021 22:00,Mist,Scattered at 152 meters,2500 meters,90 degrees at 2 knots,17,17,1018
ZSPD,Shanghai Pudong International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,70 degrees at 3 knots,17,13,1019
ZSSS,Shanghai Hongqiao International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,110 degrees at 2 knots,18,10,1019
ZUCK,Chongqing Jiangbei International Airport,25 Apr 2021 22:00,Light rain; mist,A few at 91 meters; scattered at 274 meters; overcast sky at 1006 meters,3000 meters,160 degrees at 1 knots,15,15,1017
ZUGY,Longdongbao Airport,25 Apr 2021 22:00,Light showers of rain,Scattered at 274 meters; broken sky at 457 meters; a few at 701 meters  towering cumulus; overcast sky at 914 meters,8000 meters,40 degrees at 2 knots,11,10,1019
ZUUU,Chengdu Shuangliu International Airport,25 Apr 2021 22:00,Dry,Broken sky at 1006 meters,Greater than 10 km,50 degrees at 2 knots,17,14,1017
ZWWW,Ürümqi Diwopu International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,150 degrees at 1 knots,4,-9,1026
ZYHB,Taiping Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,130 degrees at 2 knots,5,-3,1019
ZYTL,Zhoushuizi Airport,25 Apr 2021 22:30,Dry,No significant clouds are observed,8000 meters,280 degrees at 1 knots,9,4,1018
ZYTX,Taoxian Airport,25 Apr 2021 22:30,Dry,No significant clouds are observed,7000 meters,50 degrees at 2 knots,8,0,1018
